evento,url,fecha,lugar
UFC 221: Romero vs. Rockhold,http://ufcstats.com/event-details/15515e797aedc137,10/2/2018,"Perth, Western Australia, Australia"
UFC Fight Night: Machida vs. Anders,http://ufcstats.com/event-details/7cf20446453f852b,3/2/2018,"Belem, Para, Brazil"
UFC Fight Night: Jacare vs. Brunson 2,http://ufcstats.com/event-details/602bb270f2bdbf02,27/1/2018,"Charlotte, North Carolina, USA"
UFC 220: Miocic vs. Ngannou,http://ufcstats.com/event-details/02177caefe7c07d4,20/1/2018,"Boston, Massachusetts, USA"
UFC Fight Night: Stephens vs. Choi,http://ufcstats.com/event-details/fc1868f56d3036eb,14/1/2018,"St. Louis, Missouri, USA"
UFC 219: Cyborg vs. Holm,http://ufcstats.com/event-details/04076783ca83d6ae,30/12/2017,"Las Vegas, Nevada, USA"
UFC Fight Night: Lawler vs. Dos Anjos,http://ufcstats.com/event-details/eaa0a728cc91ef60,16/12/2017,"Winnipeg, Manitoba, Canada"
UFC Fight Night: Swanson vs. Ortega,http://ufcstats.com/event-details/bcd124bcd3d5be46,9/12/2017,"Fresno, California, USA"
UFC 218: Holloway vs. Aldo 2,http://ufcstats.com/event-details/9e30f69cc0869301,2/12/2017,"Detroit, Michigan, USA"
The Ultimate Fighter: A New World Champion Finale,http://ufcstats.com/event-details/30e8b4505f5ccf92,1/12/2017,"Las Vegas, Nevada, USA"
UFC Fight Night: Bisping vs. Gastelum,http://ufcstats.com/event-details/e7bc606d269896aa,25/11/2017,"Shanghai, Hebei, China"
UFC Fight Night: Werdum vs. Tybura,http://ufcstats.com/event-details/caced97768818230,18/11/2017,"Sydney, New South Wales, Australia"
UFC Fight Night: Poirier vs. Pettis,http://ufcstats.com/event-details/d856a0080ac09ed7,11/11/2017,"Norfolk, Virginia, USA"
UFC 217: Bisping vs. St-Pierre,http://ufcstats.com/event-details/a25b71fe5e31fa97,4/11/2017,"New York City, New York, USA"
UFC Fight Night: Brunson vs. Machida,http://ufcstats.com/event-details/a7724f51e32e763e,28/10/2017,"Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Cerrone vs. Till,http://ufcstats.com/event-details/d6b68eaf4b68b160,21/10/2017,"Gdansk, Poland"
UFC 216: Ferguson vs. Lee,http://ufcstats.com/event-details/cc5834a495d1ea08,7/10/2017,"Las Vegas, Nevada, USA"
UFC Fight Night: Saint Preux vs. Okami,http://ufcstats.com/event-details/9211aae062b799d6,22/9/2017,"Saitama, Saitama, Japan"
UFC Fight Night: Rockhold vs. Branch,http://ufcstats.com/event-details/1979c80150f630c4,16/9/2017,"Pittsburgh, Pennsylvania, USA"
UFC 215: Nunes vs Shevchenko 2,http://ufcstats.com/event-details/d86e913c548c07c2,9/9/2017,"Edmonton, Alberta, Canada"
UFC Fight Night: Volkov vs. Struve,http://ufcstats.com/event-details/a3244e3238541482,2/9/2017,"Rotterdam, Zuid-Holland, Netherlands"
UFC Fight Night: Pettis vs. Moreno,http://ufcstats.com/event-details/f4a031ac205ac580,5/8/2017,"Mexico City, Distrito Federal, Mexico"
UFC 214: Cormier vs. Jones 2,http://ufcstats.com/event-details/ff9578cdbfabd323,29/7/2017,"Anaheim, California, USA"
UFC Fight Night: Weidman vs. Gastelum,http://ufcstats.com/event-details/9f3d6ddef3d3cccc,22/7/2017,"Uniondale, New York, USA"
UFC Fight Night: Nelson vs. Ponzinibbio,http://ufcstats.com/event-details/d7907a9a968e4d29,16/7/2017,"Glasgow, Scotland, United Kingdom"
UFC 213: Romero vs. Whittaker,http://ufcstats.com/event-details/686cccbf1a4de453,8/7/2017,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Redemption Finale,http://ufcstats.com/event-details/23bd78c3f89bdb54,7/7/2017,"Las Vegas, Nevada, USA"
UFC Fight Night: Chiesa vs. Lee,http://ufcstats.com/event-details/99bf06f20491cb54,25/6/2017,"Oklahoma City, Oklahoma, USA"
UFC Fight Night: Holm vs. Correia,http://ufcstats.com/event-details/353de740bb6c7e75,17/6/2017,"Kallang, Singapore"
UFC Fight Night: Lewis vs. Hunt,http://ufcstats.com/event-details/90e7447d8b7f3f35,10/6/2017,"Auckland, New Zealand"
UFC 212: Aldo vs. Holloway,http://ufcstats.com/event-details/1507214bbc7a79e2,3/6/2017,"Rio de Janeiro, Rio de Janeiro, Brazil"
UFC Fight Night: Gustafsson vs. Teixeira,http://ufcstats.com/event-details/1c7cce2f5c17160d,28/5/2017,"Stockholm, Sweden"
UFC 211: Miocic vs. Dos Santos,http://ufcstats.com/event-details/5df10509264586e5,13/5/2017,"Dallas, Texas, USA"
UFC Fight Night: Swanson vs. Lobov,http://ufcstats.com/event-details/bc7f7f0ba3db74d2,22/4/2017,"Nashville, Tennessee, USA"
UFC on FOX: Johnson vs. Reis,http://ufcstats.com/event-details/ed069a95aaaf4f56,15/4/2017,"Kansas City, Missouri, USA"
UFC 210: Cormier vs. Johnson 2,http://ufcstats.com/event-details/e7bfdb5e0112891e,8/4/2017,"Buffalo, New York, USA"
UFC Fight Night: Manuwa vs. Anderson,http://ufcstats.com/event-details/c0231720fe516994,18/3/2017,"London, England, United Kingdom"
UFC Fight Night: Belfort vs. Gastelum,http://ufcstats.com/event-details/47b7e4e60813b7b2,11/3/2017,"Fortaleza, Ceara, Brazil"
UFC 209: Woodley vs. Thompson 2,http://ufcstats.com/event-details/20e403a1acfef130,4/3/2017,"Las Vegas, Nevada, USA"
UFC Fight Night: Lewis vs. Browne,http://ufcstats.com/event-details/b4ad3a06ee4d660c,19/2/2017,"Halifax, Nova Scotia, Canada"
UFC 208: Holm vs. De Randamie,http://ufcstats.com/event-details/865aa315ea62c511,11/2/2017,"Brooklyn, New York, USA"
UFC Fight Night: Bermudez vs. The Korean Zombie,http://ufcstats.com/event-details/6a8a06b542e1516d,4/2/2017,"Houston, Texas, USA"
UFC on FOX: Shevchenko vs. Pena,http://ufcstats.com/event-details/4512e46543b960ad,28/1/2017,"Denver, Colorado, USA"
UFC Fight Night: Rodriguez vs. Penn,http://ufcstats.com/event-details/46effbd1135423c5,15/1/2017,"Phoenix, Arizona, USA"
UFC 207: Nunes vs. Rousey,http://ufcstats.com/event-details/4b2390cfaceb91d8,30/12/2016,"Las Vegas, Nevada, USA"
UFC on FOX: VanZant vs. Waterson,http://ufcstats.com/event-details/32541eb5d12668b4,17/12/2016,"Sacramento, California, USA"
UFC 206: Holloway vs. Pettis,http://ufcstats.com/event-details/6e3282d57d2467a0,10/12/2016,"Toronto, Ontario, Canada"
UFC Fight Night: Lewis vs. Abdurakhimov,http://ufcstats.com/event-details/7139cd2ae4bf6a29,9/12/2016,"Albany, New York, USA"
The Ultimate Fighter: Tournament of Champions Finale,http://ufcstats.com/event-details/bd4389b71fdc0ce2,3/12/2016,"Las Vegas, Nevada, USA"
UFC Fight Night: Whittaker vs. Brunson,http://ufcstats.com/event-details/73e09f837f3b5ecc,26/11/2016,"Melbourne, Victoria, Australia"
UFC Fight Night: Bader vs. Nogueira,http://ufcstats.com/event-details/5cde96e0a1a1fffe,19/11/2016,"Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Mousasi vs. Hall 2,http://ufcstats.com/event-details/6810d8d2dd557cf9,19/11/2016,"Belfast, Northern Ireland, United Kingdom"
UFC 205: Alvarez vs McGregor,http://ufcstats.com/event-details/4956f60b7fa57c1a,12/11/2016,"New York City, New York, USA"
UFC Fight Night: Dos Anjos vs. Ferguson,http://ufcstats.com/event-details/6083f497c22cc075,5/11/2016,"Mexico City, Distrito Federal, Mexico"
UFC 204: Bisping vs. Henderson,http://ufcstats.com/event-details/154a6b3ffae264cd,8/10/2016,"Manchester, England, United Kingdom"
UFC Fight Night: Lineker vs. Dodson,http://ufcstats.com/event-details/a196332ee4aa8a82,1/10/2016,"Portland, Oregon, USA"
UFC Fight Night: Cyborg vs. Lansberg,http://ufcstats.com/event-details/e18012194473e8b0,24/9/2016,"Brasilia, Distrito Federal, Brazil"
UFC Fight Night: Poirier vs. Johnson,http://ufcstats.com/event-details/d6455cb4bee503ce,17/9/2016,"Hidalgo, Texas, USA"
UFC 203: Miocic vs. Overeem,http://ufcstats.com/event-details/2dc7f1762dc0a7ef,10/9/2016,"Cleveland, Ohio, USA"
UFC Fight Night: Arlovski vs. Barnett,http://ufcstats.com/event-details/2b4faacc16d66898,3/9/2016,"Hamburg, Hamburg, Germany"
UFC on FOX: Maia vs. Condit,http://ufcstats.com/event-details/cfbccfed4e4796fe,27/8/2016,"Vancouver, British Columbia, Canada"
UFC 202: Diaz vs. McGregor 2,http://ufcstats.com/event-details/5da4e8dc02e50ac0,20/8/2016,"Las Vegas, Nevada, USA"
UFC Fight Night: Rodriguez vs. Caceres,http://ufcstats.com/event-details/232c582f29f8f65e,6/8/2016,"Salt Lake City, Utah, USA"
UFC 201: Lawler vs. Woodley,http://ufcstats.com/event-details/72cbe507644a587c,30/7/2016,"Atlanta, Georgia, USA"
UFC on FOX: Holm vs. Shevchenko,http://ufcstats.com/event-details/8a028648f3f0761d,23/7/2016,"Chicago, Illinois, USA"
UFC Fight Night: McDonald vs. Lineker,http://ufcstats.com/event-details/5e7a28f20927d64a,13/7/2016,"Sioux Falls, South Dakota, USA"
UFC 200: Tate vs Nunes,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,9/7/2016,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,http://ufcstats.com/event-details/cd42bbe8887bba90,8/7/2016,"Las Vegas, Nevada, USA"
UFC Fight Night: Dos Anjos vs. Alvarez,http://ufcstats.com/event-details/45a2ba3ef82b9700,7/7/2016,"Las Vegas, Nevada, USA"
UFC Fight Night: MacDonald vs Thompson,http://ufcstats.com/event-details/563d051c9e769b24,18/6/2016,"Ottawa, Ontario, Canada"
UFC 199: Rockhold vs. Bisping 2,http://ufcstats.com/event-details/ff4c3ab594c7fac3,4/6/2016,"Los Angeles, California, USA"
UFC Fight Night: Almeida vs Garbrandt,http://ufcstats.com/event-details/990060b2a68a7b82,29/5/2016,"Las Vegas, Nevada, USA"
UFC 198: Werdum vs Miocic,http://ufcstats.com/event-details/a4bf17bd3ba3423b,14/5/2016,"Curitiba, Parana, Brazil"
UFC Fight Night: Overeem vs Arlovski,http://ufcstats.com/event-details/a314687f372b2cec,8/5/2016,"Rotterdam, Zuid-Holland, Netherlands"
UFC 197: Jones vs Saint Preux,http://ufcstats.com/event-details/3d481aa374c954a1,23/4/2016,"Las Vegas, Nevada, USA"
UFC on FOX: Teixeira vs Evans,http://ufcstats.com/event-details/e7e970d508529bf3,16/4/2016,"Tampa, Florida, USA"
UFC Fight Night: Rothwell vs Dos Santos,http://ufcstats.com/event-details/4887e5bc4dbb73ff,10/4/2016,"Zagreb, Croatia"
UFC Fight Night: Hunt vs Mir,http://ufcstats.com/event-details/e60201cfab7d656d,19/3/2016,"Brisbane, Queensland, Australia"
UFC 196: McGregor vs Diaz,http://ufcstats.com/event-details/db1f2ed63b54b9a7,5/3/2016,"Las Vegas, Nevada, USA"
UFC Fight Night: Silva vs Bisping,http://ufcstats.com/event-details/39c568f8c579913e,27/2/2016,"London, England, United Kingdom"
UFC Fight Night: Cowboy vs Cowboy,http://ufcstats.com/event-details/d56bb6dff2ae77eb,21/2/2016,"Pittsburgh, Pennsylvania, USA"
UFC Fight Night: Hendricks vs Thompson,http://ufcstats.com/event-details/de99da2c0d18d34a,6/2/2016,"Las Vegas, Nevada, USA"
UFC on FOX: Johnson vs. Bader,http://ufcstats.com/event-details/b3fb8d2293e17a59,30/1/2016,"Newark, New Jersey, USA"
UFC Fight Night: Dillashaw vs Cruz,http://ufcstats.com/event-details/c6becb722706c7d8,17/1/2016,"Boston, Massachusetts, USA"
UFC 195: Lawler vs Condit,http://ufcstats.com/event-details/380e8b023290d091,2/1/2016,"Las Vegas, Nevada, USA"
UFC on FOX: Dos Anjos vs. Cowboy 2,http://ufcstats.com/event-details/80d918336163b80c,19/12/2015,"Orlando, Florida, USA"
UFC 194: Aldo vs McGregor,http://ufcstats.com/event-details/354808cf38d9d73c,12/12/2015,"Las Vegas, Nevada, USA"
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,http://ufcstats.com/event-details/20fbff570c678e1c,11/12/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Namajunas vs. VanZant,http://ufcstats.com/event-details/dd39f1ca787a3d9d,10/12/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Henderson vs Masvidal,http://ufcstats.com/event-details/4d636c3aa1105950,28/11/2015,"Seoul, South Korea"
UFC Fight Night: Magny vs Gastelum,http://ufcstats.com/event-details/243b07fc65ccbb16,21/11/2015,"Monterrey, Nuevo Leon, Mexico"
UFC 193: Rousey vs Holm,http://ufcstats.com/event-details/8d04923f2db59b7f,14/11/2015,"Melbourne, Victoria, Australia"
UFC Fight Night: Belfort vs Henderson 3,http://ufcstats.com/event-details/5345f86680378fc1,7/11/2015,"Sao Paulo, Sao Paulo, Brazil"
UFC Fight Night: Holohan vs Smolka,http://ufcstats.com/event-details/f3155a94ca420126,24/10/2015,"Dublin, Leinster, Ireland"
UFC 192: Cormier vs Gustafsson,http://ufcstats.com/event-details/119ebea97e914dcf,3/10/2015,"Houston, Texas, USA"
UFC Fight Night: Barnett vs Nelson,http://ufcstats.com/event-details/a4dd5c9a75763295,26/9/2015,"Saitama, Japan"
UFC 191: Johnson vs Dodson 2,http://ufcstats.com/event-details/82f5c81f4e3c3eb5,5/9/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Holloway vs Oliveira,http://ufcstats.com/event-details/2ce6541127b0e232,23/8/2015,"Saskatoon, Saskatchewan, Canada"
UFC Fight Night: Teixeira vs Saint Preux,http://ufcstats.com/event-details/b71667c778b6d9e5,8/8/2015,"Nashville, Tennessee, USA"
UFC 190: Rousey vs Correia,http://ufcstats.com/event-details/a9c45a8b21eabadc,1/8/2015,"Rio de Janeiro, Rio de Janeiro, Brazil"
UFC on FOX: Dillashaw vs. Barao II,http://ufcstats.com/event-details/0c3838c8f7c620c2,25/7/2015,"Chicago, Illinois, USA"
UFC Fight Night: Bisping vs Leites,http://ufcstats.com/event-details/ef7fa30364cbe7f2,18/7/2015,"Glasgow, Scotland, United Kingdom"
UFC Fight Night: Mir vs Duffee,http://ufcstats.com/event-details/36877f0e62b25b96,15/7/2015,"San Diego, California, USA"
The Ultimate Fighter: American Top Team vs. Blackzilians Finale,http://ufcstats.com/event-details/a890f9a791ed615d,12/7/2015,"Las Vegas, Nevada, USA"
UFC 189: Mendes vs McGregor,http://ufcstats.com/event-details/3be081c29bf734d9,11/7/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Romero,http://ufcstats.com/event-details/86e388ed20761ad9,27/6/2015,"Hollywood, Florida, USA"
UFC Fight Night: Jedrzejczyk vs Penne,http://ufcstats.com/event-details/194fc025f9355db6,20/6/2015,"Berlin, Berlin, Germany"
UFC 188: Velasquez vs Werdum,http://ufcstats.com/event-details/a58114c6dd0add64,13/6/2015,"Mexico City, Distrito Federal, Mexico"
UFC Fight Night: Boetsch vs Henderson,http://ufcstats.com/event-details/06dc1a58663579d2,6/6/2015,"New Orleans, Louisiana, USA"
UFC Fight Night: Condit vs Alves,http://ufcstats.com/event-details/aae0897825336b1a,30/5/2015,"Goiania, Goias, Brazil"
UFC 187: Johnson vs Cormier,http://ufcstats.com/event-details/4f7e290e71d60f87,23/5/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Edgar vs Faber,http://ufcstats.com/event-details/b1605ea39fba6af6,16/5/2015,"Manila, Philippines"
UFC Fight Night: Miocic vs Hunt,http://ufcstats.com/event-details/8a1b4330c7957961,9/5/2015,"Adelaide, South Australia, Australia"
UFC 186: Johnson vs Horiguchi,http://ufcstats.com/event-details/997b4f52f76a0b53,25/4/2015,"Montreal, Quebec, Canada"
UFC on FOX: Machida vs Rockhold,http://ufcstats.com/event-details/bc7cf284c1c2f16e,18/4/2015,"Newark, New Jersey, USA"
UFC Fight Night: Gonzaga vs Cro Cop 2,http://ufcstats.com/event-details/5de61b03868035ff,11/4/2015,"Krakow, Poland"
UFC Fight Night: Mendes vs Lamas,http://ufcstats.com/event-details/16d09e800ad7ec79,4/4/2015,"Fairfax, Virginia, USA"
UFC Fight Night: Maia vs LaFlare,http://ufcstats.com/event-details/fa534853eb195270,21/3/2015,"Rio de Janeiro, Brazil"
UFC 185: Pettis vs Dos Anjos,http://ufcstats.com/event-details/f54200f1dfb9b5d4,14/3/2015,"Dallas, Texas, USA"
UFC 184: Rousey vs Zingano,http://ufcstats.com/event-details/ad4e9055bf8cd04d,28/2/2015,"Los Angeles, California, USA"
UFC Fight Night: Bigfoot vs Mir,http://ufcstats.com/event-details/0577808d22dfe79c,22/2/2015,"Porto Alegre, Rio Grande do Sul, Brazil"
UFC Fight Night: Henderson vs Thatch,http://ufcstats.com/event-details/f9c7fe2682af3802,14/2/2015,"Broomfield, Colorado, USA"
UFC 183: Silva vs Diaz,http://ufcstats.com/event-details/43563a32c3f10e95,31/1/2015,"Las Vegas, Nevada, USA"
UFC on FOX: Gustafsson vs Johnson,http://ufcstats.com/event-details/706404da0775dcbc,24/1/2015,"Stockholm, Sweden"
UFC Fight Night: McGregor vs Siver,http://ufcstats.com/event-details/f9aa6376ae16bfb4,18/1/2015,"Boston, Massachusetts, USA"
UFC 182: Jones vs Cormier,http://ufcstats.com/event-details/a72d260b436924c4,3/1/2015,"Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Dollaway,http://ufcstats.com/event-details/4e5bbc4566049cbf,20/12/2014,"Barueri, Sao Paulo, Brazil"
UFC on FOX: Dos Santos vs Miocic,http://ufcstats.com/event-details/d4a12dfa4067742f,13/12/2014,"Phoenix, Arizona, USA"
The Ultimate Fighter: A Champion Will Be Crowned Finale,http://ufcstats.com/event-details/222d6b547de2e035,12/12/2014,"Las Vegas, Nevada, USA"
UFC 181: Hendricks vs Lawler II,http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,6/12/2014,"Las Vegas, Nevada, USA"
UFC Fight Night: Edgar vs Swanson,http://ufcstats.com/event-details/155a02a8b4311057,22/11/2014,"Austin, Texas, USA"
UFC 180: Werdum vs Hunt,http://ufcstats.com/event-details/59851163aaf1aed8,15/11/2014,"Mexico City, Distrito Federal, Mexico"
UFC Fight Night 56: Shogun vs Saint Preux,http://ufcstats.com/event-details/6ca68b636fbc1f18,8/11/2014,"Uberlandia, Minas Gerais, Brazil"
UFC Fight Night: Rockhold vs Bisping,http://ufcstats.com/event-details/371a1c91b24dec2b,7/11/2014,"Sydney, New South Wales, Australia"
UFC 179: Aldo vs Mendes 2,http://ufcstats.com/event-details/53f02bbc41d99432,25/10/2014,"Rio de Janeiro, Brazil"
UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,4/10/2014,"Halifax, Nova Scotia, Canada"
UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,4/10/2014,"Stockholm, Sweden"
UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,27/9/2014,"Las Vegas, Nevada, USA"
UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,20/9/2014,"Saitama, Japan"
UFC Fight Night: Bigfoot vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,13/9/2014,"Brasilia, Distrito Federal, Brazil"
UFC Fight Night: Jacare vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,5/9/2014,"Ledyard, Connecticut, USA"
UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,30/8/2014,"Sacramento, California, USA"
UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,23/8/2014,"Tulsa, Oklahoma, USA"
UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,23/8/2014,"Macau, China"
UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,16/8/2014,"Bangor, Maine, USA"
UFC on FOX: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,26/7/2014,"San Jose, California, USA"
UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,19/7/2014,"Dublin, Leinster, Ireland"
UFC Fight Night: Cowboy vs Miller,http://ufcstats.com/event-details/79ded75550efc139,16/7/2014,"Atlantic City, New Jersey, USA"
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,http://ufcstats.com/event-details/1c5879330d42255f,6/7/2014,"Las Vegas, Nevada, USA"
UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,5/7/2014,"Las Vegas, Nevada, USA"
UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,28/6/2014,"San Antonio, Texas, USA"
UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,28/6/2014,"Auckland, New Zealand"
UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,14/6/2014,"Vancouver, British Columbia, Canada"
UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,7/6/2014,"Albuquerque, New Mexico, USA"
UFC Fight Night: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,31/5/2014,"Sao Paulo, Brazil"
UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,31/5/2014,"Berlin, Germany"
UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,24/5/2014,"Las Vegas, Nevada, USA"
UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,10/5/2014,"Cincinnati, Ohio, USA"
UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,26/4/2014,"Baltimore, Maryland, USA"
UFC on FOX: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,19/4/2014,"Orlando, Florida, USA"
UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,16/4/2014,"Quebec City, Quebec, Canada"
UFC Fight Night: Minotauro vs Nelson,http://ufcstats.com/event-details/d632d156c0549e07,11/4/2014,"Abu Dhabi, United Arab Emirates"
UFC Fight Night: Shogun vs Henderson 2,http://ufcstats.com/event-details/d5f820c11a121050,23/3/2014,"Natal, Rio Grande do Norte, Brazil"
UFC 171: Hendricks vs Lawler,http://ufcstats.com/event-details/179f1948dc234f1f,15/3/2014,"Dallas, Texas, USA"
UFC Fight Night: Gustafsson vs Manuwa,http://ufcstats.com/event-details/ebc1f40e00e0c481,8/3/2014,"London, England, United Kingdom"
UFC Fight Night: Kim vs Hathaway,http://ufcstats.com/event-details/a26198ba5093147e,1/3/2014,"Macau, China"
UFC 170: Rousey vs McMann,http://ufcstats.com/event-details/3138fab619faf4d1,22/2/2014,"Las Vegas, Nevada, USA"
UFC Fight Night: Machida vs Mousasi,http://ufcstats.com/event-details/51b0bb73a1da34bc,15/2/2014,"Jaragua do Sul, Santa Catarina, Brazil"
UFC 169: Barao vs Faber 2,http://ufcstats.com/event-details/fc31f896cde2bc2e,1/2/2014,"Newark, New Jersey, USA"
UFC on FOX: Henderson vs Thomson,http://ufcstats.com/event-details/a8d521d913df4e31,25/1/2014,"Chicago, Illinois, USA"
UFC Fight Night: Rockhold vs Philippou,http://ufcstats.com/event-details/30a09e43f15f1d75,15/1/2014,"Duluth, Georgia, USA"
UFC Fight Night: Saffiedine vs Lim,http://ufcstats.com/event-details/e5c9de15bb58b1c6,4/1/2014,"Singapore, Singapore"
UFC 168: Weidman vs Silva 2,http://ufcstats.com/event-details/83d0de122f2f9664,28/12/2013,"Las Vegas, Nevada, USA"
UFC on FOX: Johnson vs. Benavidez 2,http://ufcstats.com/event-details/480b702debcb5433,14/12/2013,"Sacramento, California, USA"
UFC Fight Night: Hunt vs Bigfoot,http://ufcstats.com/event-details/ee457ef1e1c326c1,6/12/2013,"Brisbane, Queensland, Australia"
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,http://ufcstats.com/event-details/9a967e8e43dcef63,30/11/2013,"Las Vegas, Nevada, USA"
UFC 167: St-Pierre vs Hendricks,http://ufcstats.com/event-details/28f3c2258a1d8874,16/11/2013,"Las Vegas, Nevada, USA"
UFC Fight Night: Belfort vs Henderson 2,http://ufcstats.com/event-details/5d7c18191b8aa432,9/11/2013,"Goiania, Goias, Brazil"
UFC Fight Night: Fight for the Troops 3,http://ufcstats.com/event-details/35dc6220b113b7ec,6/11/2013,"Fort Campbell, Kentucky, USA"
UFC Fight Night: Machida vs Munoz,http://ufcstats.com/event-details/60884f31ead1609c,26/10/2013,"Manchester, England, United Kingdom"
UFC 166: Velasquez vs Dos Santos 3,http://ufcstats.com/event-details/eae4aec1a5a8ff01,19/10/2013,"Houston, Texas, USA"
UFC Fight Night: Maia vs Shields,http://ufcstats.com/event-details/43612456979e5d5e,9/10/2013,"Barueri, Sao Paulo, Brazil"
UFC 165: Jones vs Gustafsson,http://ufcstats.com/event-details/df5a77121ba84a5d,21/9/2013,"Toronto, Ontario, Canada"
UFC Fight Night: Teixeira vs Bader,http://ufcstats.com/event-details/b23fca14c7b79935,4/9/2013,"Belo Horizonte, Minas Gerais, Brazil"
UFC 164: Henderson vs Pettis 2,http://ufcstats.com/event-details/980b4e712489098e,31/8/2013,"Milwaukee, Wisconsin, USA"
UFC Fight Night: Condit vs Kampmann 2,http://ufcstats.com/event-details/e5c38954c006f15c,28/8/2013,"Indianapolis, Indiana, USA"
UFC Fight Night: Shogun vs Sonnen,http://ufcstats.com/event-details/cf1a88371c8cb690,17/8/2013,"Boston, Massachusetts, USA"
UFC 163: Aldo vs Jung,http://ufcstats.com/event-details/ebc5af72ad5a28cb,3/8/2013,"Rio de Janeiro, Brazil"
UFC on FOX: Johnson vs Moraga,http://ufcstats.com/event-details/5330fe7e4c3af81c,27/7/2013,"Seattle, Washington, USA"
UFC 162: Silva vs Weidman,http://ufcstats.com/event-details/e0b74df14f52cd15,6/7/2013,"Las Vegas, Nevada, USA"
UFC 161: Evans vs Henderson,http://ufcstats.com/event-details/8fd1f27e86661ede,15/6/2013,"Winnipeg, Manitoba, Canada"
UFC on FUEL TV: Nogueira vs. Werdum,http://ufcstats.com/event-details/7865707fd684d77b,8/6/2013,"Fortaleza, Ceara, Brazil"
UFC 160: Velasquez vs Silva 2,http://ufcstats.com/event-details/3c241737a6069b9f,25/5/2013,"Las Vegas, Nevada, USA"
UFC on FX: Belfort vs. Rockhold,http://ufcstats.com/event-details/030f08370fd1c2bb,18/5/2013,"Jaragua do Sul, Santa Catarina, Brazil"
UFC 159: Jones vs Sonnen,http://ufcstats.com/event-details/ea0ad155451ed1f5,27/4/2013,"Newark, New Jersey, USA"
UFC on FOX: Henderson vs Melendez,http://ufcstats.com/event-details/aa79d5399571068e,20/4/2013,"San Jose, California, USA"
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,http://ufcstats.com/event-details/ce47f49e5c386a9c,13/4/2013,"Las Vegas, Nevada, USA"
UFC on FUEL TV: Mousasi vs Latifi,http://ufcstats.com/event-details/6291ac0a3726732f,6/4/2013,"Stockholm, Sweden"
UFC 158: St-Pierre vs Diaz,http://ufcstats.com/event-details/f1b2a4365799c48b,16/3/2013,"Montreal, Quebec, Canada"
UFC on FUEL TV: Silva vs. Stann,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,2/3/2013,"Saitama, Japan"
UFC 157: Rousey vs Carmouche,http://ufcstats.com/event-details/09c44b317c98bf96,23/2/2013,"Anaheim, California, USA"
